0;6
1;15
2;28
3;41
4;53
5;66
6;79
7;91
8;105
9;118
10;124
11;135
12;125
13;120
14;114
15;109
16;106
17;103
18;98
19;93
20;90
21;87
22;84
23;82
24;77
25;74
26;72
27;69
28;67
29;64
30;62
31;60
32;58
33;56
34;54
37;50
39;46
41;42
43;39
45;36
47;32
49;29
51;26
53;24
55;21
57;18
59;16
62;13
64;11
66;9
68;9
70;9
72;9
74;9
76;9
78;9
80;9
82;9
84;9
87;9
89;9
91;9
92;7
93;-8
94;-20
94;-31
95;-51
96;-65
97;-72
98;-49
99;-25
100;6
